date,condo_id,crab_id,outcome,sex,hemo_color,hemo_ri,status,shell_hardness,digital_ri,ca,start_end
5/26/22,WL,GGKR,Molted,M,1,6,A,3,NA,NA,NA
5/31/22,WL,GGKR,Molted,M,3,5.5,A,3,NA,NA,NA
6/2/22,WL,GGKR,Molted,M,3,4.5,A,3,NA,NA,NA
6/6/22,WL,GGKR,Molted,M,1,5,A,3,NA,NA,NA
6/8/22,WL,GGKR,Molted,M,3,4.5,A,3,NA,NA,NA
7/15/21,WL,BGYR,Removed,M,NA,NA,A,3,NA,NA,end
7/15/21,CML,OBKY,Dead,M,NA,NA,D,NA,NA,NA,end
5/23/22,WL,GGRK,Removed,M,2,5,A,3,NA,NA,NA
5/26/22,WL,GGRK,Removed,M,2,8,A,3,NA,NA,NA
5/31/22,WL,GGRK,Removed,M,3,6.5,A,3,NA,NA,NA
6/2/22,WL,GGRK,Removed,M,2,7,A,3,NA,NA,NA
6/6/22,WL,GGRK,Removed,M,1,5.5,A,3,NA,NA,NA
6/8/22,WL,GGRK,Removed,M,3,8.5,A,3,NA,NA,NA
7/15/21,WL,PBBG,Molted,F,NA,13.5,A,3,NA,NA,start
7/15/21,WL,PBBW,NA,F,NA,8,A,3,NA,NA,start
5/23/22,WL,GGRR,Dead,M,3,10,A,3,NA,NA,NA
5/26/22,WL,GGRR,Dead,M,3,10,A,3,NA,NA,NA
5/31/22,WL,GGRR,Dead,M,2,8,A,3,NA,NA,NA
7/15/21,WL,PBGG,Removed,F,NA,10.5,A,3,NA,NA,start
7/15/21,WL,PBGY,Removed,F,NA,13,A,3,NA,NA,start
6/16/22,WL,GGW,Molted,M,3,11,A,3,11.9,403,NA
7/15/21,WL,PBWW,Removed,F,NA,10.5,A,3,NA,NA,start
7/15/21,WL,PBYW,Molted,F,NA,10,A,3,NA,NA,start
6/16/22,WL,GGWG,Dead,M,3,7,A,3,8.2,365,NA
6/21/22,WL,GGWG,Dead,M,NA,NA,D,NA,NA,NA,NA
6/13/22,WL,GGWK,,M,3,9,A,3,NA,NA,NA
6/16/22,WL,GGWK,,M,3,8,A,3,9.0,332,NA
6/21/22,WL,GGWK,,M,3,8.5,A,3,NA,NA,NA
6/23/22,WL,GGWK,,M,5,5,A,3,NA,NA,NA
6/28/22,WL,GGWK,,M,2,4.5,A,3,NA,308,NA
6/30/22,WL,GGWK,,M,2,4.5,A,3,NA,266,NA
7/5/22,WL,GGWK,,M,3,7,A,3,8.0,323,NA
7/7/22,WL,GGWK,,M,3,7,A,3,7.1,331,NA
7/15/21,WL,PGG,Removed,F,NA,8,A,3,NA,NA,start
7/19/21,WL,BGGG,NA,M,NA,5,A,3,NA,NA,end
5/23/22,WL,GGYG,Removed,M,1,9,A,3,NA,NA,NA
5/26/22,WL,GGYG,Removed,M,2,8.5,A,3,NA,NA,NA
5/31/22,WL,GGYG,Removed,M,1,6.5,A,3,NA,NA,NA
6/2/22,WL,GGYG,Removed,M,3,7.5,A,3,NA,NA,NA
6/6/22,WL,GGYG,Removed,M,1,6.5,A,3,NA,NA,NA
6/8/22,WL,GGYG,Removed,M,2,8,A,3,NA,NA,NA
7/19/21,WL,BGKG,Molted,M,NA,NA,M,1,NA,NA,end
7/19/21,WL,PBBW,NA,F,NA,6.5,A,3,NA,NA,end
5/23/22,WL,GGYR,Removed,M,2,8.5,A,3,NA,NA,NA
5/26/22,WL,GGYR,Removed,M,1,7.5,A,3,NA,NA,NA
5/31/22,WL,GGYR,Removed,M,1,4.5,A,3,NA,NA,NA
6/2/22,WL,GGYR,Removed,M,3,6.5,A,3,NA,NA,NA
6/6/22,WL,GGYR,Removed,M,3,5,A,3,NA,NA,NA
6/8/22,WL,GGYR,Removed,M,4,7.5,A,3,NA,NA,NA
7/19/21,WL,PBRB,Removed,F,NA,8,A,3,NA,NA,start
7/19/21,WL,PBRG,Molted,F,NA,11.5,A,3,NA,NA,start
6/2/22,WL,GGYW,Removed,M,3,5,A,3,NA,NA,NA
6/6/22,WL,GGYW,Removed,M,1,5.5,A,3,NA,NA,NA
6/8/22,WL,GGYW,Removed,M,3,8,A,3,NA,NA,NA
6/13/22,WL,GGYW,Removed,M,3,7.5,A,3,NA,NA,NA
6/16/22,WL,GGYW,Removed,M,5,7,A,3,NA,NA,NA
7/19/21,WL,PBW,Molted,F,NA,9.5,A,3,NA,NA,start
7/14/22,WL,GWWK,,M,2,6.5,A,3,7.3,340,NA
5/19/22,WL,GYGG,,M,3,8.5,A,3,NA,NA,NA
7/19/21,WL,PBWB,Removed,F,NA,9,A,3,NA,NA,start
5/23/22,WL,GYGK,Removed,M,3,7.5,A,3,NA,NA,NA
5/26/22,WL,GYGK,Removed,M,2,4.5,A,3,NA,NA,NA
5/31/22,WL,GYGK,Removed,M,2,4,A,3,NA,NA,NA
6/2/22,WL,GYGK,Removed,M,1,3,A,3,NA,NA,NA
6/6/22,WL,GYGK,Removed,M,3,5,A,3,NA,NA,NA
6/8/22,WL,GYGK,Removed,M,3,4.5,A,3,NA,NA,NA
7/19/21,WL,PBWY,Dead,F,NA,8,A,3,NA,NA,start
7/20/21,CML,OBGB,Dead,M,NA,NA,D,NA,NA,NA,end
5/23/22,WL,GYGW,Removed,M,3,10.5,A,3,NA,NA,NA
5/26/22,WL,GYGW,Removed,M,1,8.5,A,3,NA,NA,NA
5/31/22,WL,GYGW,Removed,M,2,8,A,3,NA,NA,NA
6/2/22,WL,GYGW,Removed,M,2,5.5,A,3,NA,NA,NA
6/6/22,WL,GYGW,Removed,M,3,9.5,A,3,NA,NA,NA
7/22/21,WL,BGBK,Removed,M,NA,NA,A,3,NA,NA,end
7/18/22,WL,KBBR,,F,4,7,A,3,7,375,start
7/21/22,WL,KBBR,,F,4,7,A,3,6.7,347,NA
7/26/22,WL,KBBR,,F,1,5.5,A,3,4,331,NA
6/23/22,WL,KBBW,Removed,M,3,6,A,3,NA,NA,start
6/28/22,WL,KBBW,Removed,M,2,5.5,A,3,NA,NA,NA
6/30/22,WL,KBBW,Removed,M,3,6,A,3,6,347,NA
7/5/22,WL,KBBW,Removed,M,3,5,A,3,5.0,351,NA
7/7/22,WL,KBBW,Removed,M,4,5,A,3,5.9,340,NA
7/11/22,WL,KBBW,Removed,M,3,4.5,A,3,5.6,340,NA
7/14/22,WL,KBBW,Removed,M,1,5,A,3,5.6,355,end
7/18/22,WL,KBBY,,F,3,11.5,A,3,6.3,420,start
7/21/22,WL,KBBY,,F,3,8.5,A,3,9.2,367,NA
7/26/22,WL,KBBY,,F,1,6.5,A,3,6.1,300,NA
7/18/22,WL,KBKB,,F,3,7,A,3,7,374,start
7/21/22,WL,KBKB,,F,3,7,A,3,6.9,336,NA
7/26/22,WL,KBKB,,F,3,6,A,3,6,337,NA
7/18/22,WL,KBWK,,F,3,8,A,3,8.7,431,start
7/21/22,WL,KBWK,,F,NA,NA,A,3,NA,NA,NA
6/16/22,WL,KKBK,Removed,M,2,6,A,3,7.2,448,
6/21/22,WL,KKBK,Removed,M,1,6,A,3,NA,NA,
6/23/22,WL,KKBK,Removed,M,3,3.5,A,3,NA,NA,
6/28/22,WL,KKBK,Removed,M,3,6,A,3,5.6,317,
6/30/22,WL,KKBK,Removed,M,2,4.5,A,3,4.3,371,
7/5/22,WL,KKBK,Removed,M,1,4.5,A,3,4.5,200,
7/7/22,WL,KKBK,Removed,M,1,5,A,3,3.8,323,
6/16/22,WL,KKGK,Missing,M,4,6,A,3,NA,NA,
6/21/22,WL,KKGK,Missing,M,1,4.5,A,3,NA,NA,
6/23/22,WL,KKGK,Missing,M,3,3,A,3,NA,NA,
7/18/22,WL,KKKK,,F,3,7,A,3,6.9,394,
7/21/22,WL,KKKK,,F,3,6,A,3,6.2,247,
7/26/22,WL,KKKK,,F,3,6.5,A,3,6.9,350,
6/16/22,WL,KKWK,,M,2,6,A,3,NA,NA,
7/18/22,WL,KR,,F,2,7.5,A,3,7.2,385,
7/21/22,WL,KR,,F,3,7,A,3,6.3,358,
7/26/22,WL,KR,,F,3,6,A,3,5.9,362,
6/23/22,WL,KRBR,Dead,M,3,4,A,3,NA,NA,
6/28/22,WL,KRBR,Dead,M,3,5,A,3,5.4,331,
6/30/22,WL,KRBR,Dead,M,3,5,A,3,5.6,350,
7/5/22,WL,KRBR,Dead,M,NA,NA,D,NA,NA,NA,
7/18/22,WL,KRBW,,F,2,7.5,A,3,6.4,358,
7/21/22,WL,KRBW,,F,1,7,A,3,7.2,347,
7/26/22,WL,KRBW,,F,1,5,A,3,5.7,353,
6/16/22,WL,KRGK,Missing,M,3,10,A,3,NA,NA,
6/21/22,WL,KRGK,Missing,M,3,6.5,A,3,NA,NA,
6/23/22,WL,KRGK,Missing,M,3,5,A,3,NA,NA,
7/18/22,WL,KRGR,,F,4,10,A,3,8.8,431,
7/21/22,WL,KRGR,,F,4,9.5,A,3,10.5,396,
7/26/22,WL,KRGR,,F,5,8.5,A,3,9.2,384,
7/18/22,WL,KRGW,,F,2,6.5,A,3,7.7,425,
7/21/22,WL,KRGW,,F,3,7,A,3,7.5,327,
7/26/22,WL,KRGW,,F,1,6,A,3,6.3,333,
7/18/22,WL,KRR,,F,5,8.5,A,3,8.7,382,
7/21/22,WL,KRR,,F,3,7.5,A,3,7,339,
7/26/22,WL,KRR,,F,2,7,A,3,6.8,356,
6/16/22,WL,KRWK,Missing,M,3,6,A,3,7,381,
6/21/22,WL,KRWK,Missing,M,3,4.5,A,3,NA,NA,
6/23/22,WL,KRWK,Missing,M,3,4.5,A,3,NA,NA,
6/28/22,WL,KRWK,Missing,M,3,6,A,3,6,469,
6/30/22,WL,KRWK,Missing,M,3,5.5,A,3,5.6,333,
6/16/22,WL,KRWR,Missing,M,2,5,A,3,5.4,400,
6/21/22,WL,KRWR,Missing,M,1,4,A,3,NA,NA,
6/23/22,WL,KRWR,Missing,M,3,4,A,3,NA,NA,
6/16/22,WL,KRWW,Missing,M,2,4,A,3,4.6,346,
6/21/22,WL,KRWW,Missing,M,1,4,A,3,NA,322,
6/23/22,WL,KRWW,Missing,M,3,3,A,3,NA,NA,
6/28/22,WL,KRWW,Missing,M,1,4,A,3,4.5,200,
6/30/22,WL,KRWW,Missing,M,1,4,A,3,3.5,332,
7/5/22,WL,KRWW,Missing,M,1,4,A,3,3.3,321,
7/7/22,WL,KRWW,Missing,M,1,4,A,3,3.5,290,
7/14/22,WL,KRYK,,M,1,4,A,3,4.4,291,
6/16/22,WL,KRYR,,M,3,6,A,3,6,389,
6/21/22,WL,KRYR,,M,2,4.5,A,3,NA,NA,
6/23/22,WL,KRYR,,M,3,4,A,3,NA,NA,
6/28/22,WL,KRYR,,M,1,5,A,3,NA,NA,
6/30/22,WL,KRYR,,M,1,4.5,A,3,NA,264,
7/5/22,WL,KRYR,,M,1,5,A,3,5.2,290,
7/7/22,WL,KRYR,,M,2,5,A,3,4.8,307,
7/11/22,WL,KRYR,,M,2,4.5,A,3,5,312,
7/18/22,WL,KWGK,,F,3,9,A,3,NA,397,
7/21/22,WL,KWGK,,F,3,8,A,3,5.8,313,
7/26/22,WL,KWGK,,F,3,6.5,A,3,7.1,377,
6/16/22,WL,KWW,Missing,M,3,8,A,3,9.5,377,
6/21/22,WL,KWW,Missing,M,1,5.5,A,3,NA,NA,
6/23/22,WL,KWW,Missing,M,3,6.5,A,3,NA,NA,
6/21/22,WL,KWWK,Dead,M,1,5,A,3,NA,247,
6/23/22,WL,KWWK,Dead,M,3,3.5,A,3,NA,NA,
6/28/22,WL,KWWK,Dead,M,3,5.5,A,3,5.8,376,
6/30/22,WL,KWWK,Dead,M,1,5,A,3,4.3,319,
7/5/22,WL,KWWK,Dead,M,NA,NA,D,NA,NA,NA,
7/18/22,WL,KWWW,,F,3,8,A,3,NA,374,
7/21/22,WL,KWWW,,F,4,7.5,A,3,7.3,377,
7/26/22,WL,KWWW,,F,2,6,A,3,6.7,371,
6/16/22,WL,KWWY,,M,3,9,A,3,10.6,433,
7/18/22,WL,KWYW,,F,2,5.5,A,3,5.4,366,
7/21/22,WL,KWYW,,F,2,5.5,A,3,5.6,347,
7/26/22,WL,KWYW,,F,1,5,A,3,4.8,349,
6/16/22,WL,KYKW,Missing,M,3,12,A,3,12.9,371,
6/21/22,WL,KYKW,Missing,M,3,11.5,A,3,NA,NA,
6/23/22,WL,KYKW,Missing,M,3,6,A,3,NA,NA,
6/16/22,WL,KYWK,Missing,M,2,6,A,3,6.8,200,
6/21/22,WL,KYWK,Missing,M,1,5.5,A,3,NA,318,
6/23/22,WL,KYWK,Missing,M,NA,NA,D,NA,NA,NA,
6/21/22,WL,KYWW,Removed,M,1,6,A,3,NA,NA,
6/23/22,WL,KYWW,Removed,M,4,7,A,3,NA,NA,
6/28/22,WL,KYWW,Removed,M,3,8,A,3,6.4,317,
