GBB,,,,
UBGK,,,,
UBGK,,,,
UBGK,,,,
UBGK,,,,
UBGK,,,,
UBGK,,,,
UBGK,,,,
UBGK,,,,
UBGK,,,,
UBGK,,,,
UBGY,,,,
UBGY,,,,
UBGY,,,,
UBGY,,,,
UBGY,,,,
UBGY,,,,
UBGY,,,,
UBGY,,,,
UBGY,,,,
UBGY,,,,
UBKK,,,,
UBKK,,,,
UBKK,,,,
UBKK,,,,
UBKK,,,,
UBKK,,,,
UBKK,,,,
UBKK,,,,
UBKK,,,,
UBKK,,,,
UBRB,,,,
UBRB,,,,
UBRB,,,,
UBRB,,,,
UBRB,,,,
UBRB,,,,
UBRB,,,,
UBRB,,,,
UBRB,,,,
UGWW,,,,
UBYB,,,,
UBYB,,,,
UBYB,,,,
UBYB,,,,
UBYB,,,,
UBYW,,,,
UBYW,,,,
UBYW,,,,
UBYW,,,,
UBYW,,,,
UBYW,,,,
UBYW,,,,
UBYW,,,,
UBYW,,,,
UBYW,,,,
UGWW,,,,
UGWW,,,,
UGWW,,,,
UGWW,,,,
UGWW,,,,
UGWW,,,,
UGWW,,,,
UGWW,,,,
UGWW,,,,
UGYK,,,,
UGYK,,,,
UGYK,,,,
UGYK,,,,
UGYR,,,,
UGYK,,,,
UGYY,,,,
UGYY,,,,
UGYY,,,,
UGYY,,,,
UGYY,,,,
UGYY,,,,
UGYY,,,,
UGYY,,,,
UGYY,,,,
UGYY,,,,
UYBK,,,,
UYBK,,,,
UYBK,,,,
UYBK,,,,
UYBK,,,,
UYBK,,,,
UYBK,,,,
UYBK,,,,
UYBK,,,,
UYBK,,,,
UYGR,,,,
UYGR,,,,
UYGR,,,,
UYGR,,,,
UYGR,,,,
UYGR,,,,
UYGR,,,,
UYGR,,,,
UYGR,,,,
UYGR,,,,
UYKR,,,,
UYKR,,,,
UYKR,,,,
UYKR,,,,
UYKR,,,,
UYKR,,,,
UYKR,,,,
UYKR,,,,
UYKR,,,,
UYKR,,,,
UYKY,,,,
UYKY,,,,
UYKY,,,,
UYKY,,,,
UYKY,,,,
UYKY,,,,
UYKY,,,,
UYKY,,,,
UYKY,,,,
UYKY,,,,
UYW,,,,
UYW,,,,
UYW,,,,
UYW,,,,
UYW,,,,
UYW,,,,
UYW,,,,
UYW,,,,
UYW,,,,
UYW,,,,
K-BGK,,,,
K-BGK,,,,
K-BGK,,,,
K-BGK,,,,
K-BGK,,,,
K-BGK,,,,
K-BGK,,,,
K-BGK,,,,
K-BGK,,,,
K-BGK,,,,
K-GGK,,,,
K-GGK,,,,
K-GGK,,,,
K-GGK,,,,
K-GGK,,,,
K-GGK,,,,
K-GGK,,,,
K-GGK,,,,
K-GGK,,,,
K-GGK,,,,
K-GGK,,,,
K-GGR,,,,
K-GGR,,,,
K-GGR,,,,
K-GGR,,,,
K-GGR,,,,
K-GGR,,,,
K-GGR,,,,
K-GGR,,,,
K-GGR,,,,
K-GGR,,,,
K-GWK,,,,
K-GWK,,,,
K-GWK,,,,
K-GWK,,,,
K-GWK,,,,
K-GWK,,,,
K-GWK,,,,
K-GWK,,,,
K-GWK,,,,
K-GWK,,,,
K-GYR,,,,
K-GYR,,,,
K-GYR,,,,
K-GYR,,,,
K-GYR,,,,
K-GYR,,,,
K-GYR,,,,
K-GYR,,,,
K-GYR,,,,
K-GYR,,,,
U-BB (U-YWY),,,,
U-BB (U-YWY),,,,
U-BB (U-YWY),,,,
U-BB (U-YWY),,,,
U-BB (U-YWY),,,,
U-BB (U-YWY),,,,
U-BBB,,,,
U-BBB,,,,
U-BBB,,,,
U-BBB,,,,
U-BBB,,,,
U-BBB,,,,
U-BBB,,,,
U-BBW,,,,
U-BBW,,,,
U-BBW,,,,
U-BBW,,,,
U-BBW,,,,
U-BBY (U-YRR),,,,
U-BBY (U-YRR),,,,
U-BBY (U-YRR),,,,
U-BBY (U-YRR),,,,
U-BBY (U-YRR),,,,
U-BBY (U-YRR),,,,
U-BBY (U-YRR),,,,
U-BGB,,,,
U-BGB,,,,
U-BGB,,,,
U-BGB,,,,
U-BGB,,,,
U-BGR,,,,
U-BGR,,,,
U-BGR,,,,
U-BGR,,,,
U-BGR,,,,
U-BGR,,,,
U-BGR,,,,
U-BGW,,,,
U-BGW,,,,
U-BGW,,,,
U-BGW,,,,
U-BGW,,,,
U-BGW,,,,
U-BGW,,,,
U-BK,,,,
U-BK,,,,
U-BK,,,,
U-BK,,,,
U-BK,,,,
U-BK,,,,
U-BK,,,,
U-BKY (U-YYK),,,,
U-BKY (U-YYK),,,,
U-BKY (U-YYK),,,,
U-BKY (U-YYK),,,,
U-BKY (U-YYK),,,,
U-BKY (U-YYK),,,,
U-BKY (U-YYK),,,,
U-BR,,,,
U-BR,,,,
U-BR,,,,
U-BR,,,,
U-BR,,,,
U-BRG,,,,
U-BRG,,,,
U-BRG,,,,
U-BRG,,,,
U-BRG,,,,
U-BRG,,,,
U-BRG,,,,
U-BRK (U-RYK),,,,
U-BRK (U-RYK),,,,
U-BRK (U-RYK),,,,
U-BRK (U-RYK),,,,
U-BRK (U-RYK),,,,
U-BRK (U-RYK),,,,
U-BRK (U-RYK),,,,
U-BRR (U-WBK),,,,
U-BRR (U-WBK),,,,
U-BRR (U-WBK),,,,
U-BRR (U-WBK),,,,
U-BRR (U-WBK),,,,
U-BRR (U-WBK),,,,
U-BRR (U-WBK),,,,
U-BRW,,,,
U-BRW,,,,
U-BRW,,,,
U-BRW,,,,
U-BRW,,,,
U-BWB,,,,
U-BWB,,,,
U-BWB,,,,
U-BWB,,,,
U-BWB,,,,
U-BWG,,,,
U-BWG,,,,
U-BWG,,,,
U-BWG,,,,
U-BWG,,,,
U-BWR,,,,
U-BWR,,,,
U-BWR,,,,
U-BWR,,,,
U-BWR,,,,
U-BWW,,,,
U-BWW,,,,
U-BWY,,,,
U-BWY,,,,
U-BWY,,,,
U-BWY,,,,
U-BWY,,,,
U-BWY,,,,
U-BWY,,,,
U-BYR,,,,
U-BYR,,,,
U-BYR,,,,
U-BYR,,,,
U-BYR,,,,
U-BYR,,,,
U-BYR,,,,
U-BYY (U-GRR),,,,
U-BYY (U-GRR),,,,
U-BYY (U-GRR),,,,
U-BYY (U-GRR),,,,
U-BYY (U-GRR),,,,
U-BYY (U-GRR),,,,
U-BYY (U-GRR),,,,
U-G (U-YRW),,,,
U-G (U-YRW),,,,
U-G (U-YRW),,,,
U-G (U-YRW),,,,
U-G (U-YRW),,,,
U-G (U-YRW),,,,
U-G (U-YRW),,,,
U-GBG,,,,
U-GBG,,,,
U-GBG,,,,
U-GBG,,,,
U-GBG,,,,
U-GBW,,,,
U-GBW,,,,
U-GBW,,,,
U-GBW,,,,
U-GBW,,,,
U-GBW,,,,
U-GBW,,,,
U-GGG,,,,
U-GGG,,,,
U-GGG,,,,
U-GGG,,,,
U-GGG,,,,
U-GGK,,,,
U-GGK,,,,
U-GGK,,,,
U-GGK,,,,
U-GGK,,,,
U-GGR,,,,
U-GGR,,,,
U-GGR,,,,
U-GGR,,,,
U-GGR,,,,
U-GGR,,,,
U-GGR,,,,
U-GKG (U-RK),,,,
U-GKG (U-RK),,,,
U-GKG (U-RK),,,,
U-GKG (U-RK),,,,
U-GKG (U-RK),,,,
U-GKG (U-RK),,,,
U-GKG (U-RK),,,,
U-GKK,,,,
U-GKK,,,,
U-GKK,,,,
U-GKK,,,,
U-GKK,,,,
U-GKR,,,,
U-GKR,,,,
U-GKW,,,,
U-GKW,,,,
U-GKW,,,,
U-GKW,,,,
U-GKW,,,,
U-GRG (U-YKK),,,,
U-GRG (U-YKK),,,,
U-GRG (U-YKK),,,,
U-GRG (U-YKK),,,,
U-GRG (U-YKK),,,,
U-GRG (U-YKK),,,,
U-GRG (U-YKK),,,,
U-GW (U-RBR),,,,
U-GW (U-RBR),,,,
U-GW (U-RBR),,,,
U-GW (U-RBR),,,,
U-GW (U-RBR),,,,
U-GW (U-RBR),,,,
U-GW (U-RBR),,,,
U-GWR,,,,
U-GWR,,,,
U-GWR,,,,
U-GWR,,,,
U-GWR,,,,
U-GWR,,,,
U-GWR,,,,
U-GWY,,,,
U-GYG,,,,
U-GYG,,,,
U-GYG,,,,
U-GYG,,,,
U-GYG,,,,
U-YBR,,,,
U-YBR,,,,
U-YBR,,,,
U-YBR,,,,
U-YBR,,,,
U-YBY,,,,
U-YBY,,,,
U-YBY,,,,
U-YBY,,,,
U-YBY,,,,
U-YBY,,,,
U-YBY,,,,
U-YGK,,,,
U-YGK,,,,
U-YGK,,,,
U-YGK,,,,
U-YGK,,,,
U-YGK,,,,
U-YGK,,,,
U-YGY,,,,
U-YGY,,,,
U-YGY,,,,
U-YGY,,,,
U-YGY,,,,
U-YYR,,,,
U-YYR,,,,
U-YYR,,,,
U-YYR,,,,
U-YYR,,,,
U-YYR,,,,
U-YYR,,,,
U-YYY,,,,
U-YYY,,,,
U-YYY,,,,
U-YYY,,,,
U-YYY,,,,
U-YYY,,,,
U-YYY,,,,
R-W,,,,
R-WGK,,,,
R-KBK,,,,
R-KWK,,,,
R-BW,,,,
R-BBY —> BY,,,,
R-BRW,,,,
R-BBK,,,,
R-BYW,,,,
R-BBG,,,,
R-GGK,,,,
R-RGR,,,,
R-W,,,,
R-WGK,,,,
R-KBK,,,,
R-KWK,,,,
R-BW,,,,
R-BBY —> BY,,,,
R-BRW,,,,
R-BBK,,,,
R-BYW,,,,
R-BBG,,,,
R-GGK,,,,
R-RGR,,,,
R-W,,,,
R-WGK,,,,
R-KBK,,,,
R-KWK,,,,
R-BW,,,,
R-BBY —> BY,,,,
R-BRW,,,,
R-BBK,,,,
R-BYW,,,,
R-BBG,,,,
R-GGK,,,,
R-RGR,,,,
R-W,,,,
R-WGK,,,,
R-KBK,,,,
R-KWK,,,,
R-BW,,,,
R-BBY —> BY,,,,
R-BRW,,,,
R-BBK,,,,
R-BYW,,,,
R-BBG,,,,
R-GGK,,,,
R-RGR,,,,
R-W,,,,
R-WGK,,,,
R-KBK,,,,
R-KWK,,,,
R-BBY —> BY,,,,
R-BRW,,,,
R-BBK,,,,
R-BYW,,,,
R-BBG,,,,
R-GGK,,,,
R-RGR,,,,
R-W,,,,
R-WGK,,,,
K-BBG,,,,
R-KBK,,,,
R-KWK,,,,
R-BW,,,,
R-BBY —> BY,,,,
R-BRW,,,,
R-BBK,,,,
R-BYW,,,,
R-BBG,,,,
R-GGK,,,,
R-RGR,,,,
R-KK,,,,
R-GG,,,,
R-RW,,,,
R-RRK,,,,
R-RYR,,,,
R-RYW,,,,
R-KKK,,,,
R-KK,,,,
R-GG,,,,
R-RW,,,,
R-RRK,,,,
R-RYR,,,,
R-RYW,,,,
R-KKK,,,,
R-KK,,,,
R-GG,,,,
R-RW,,,,
R-RRK,,,,
R-RYR,,,,
R-RYW,,,,
R-KKK,,,,
R-KK,,,,
R-GG,,,,
R-RW,,,,
R-RRK,,,,
R-RYR,,,,
R-RYW,,,,
R-KKK,,,,
R-RRK,,,,
R-KK,,,,
R-RW,,,,
R-RYR,,,,
R-RYW,,,,
R-KKK,,,,
R-RWR,,,,
K-GBR,,,,
K-BYG,,,,
R-KK,,,,
R-RWR,,,,
R-RW,,,,
R-KKK,,,,
K-BGY,,,,
K-GBR,,,,
K-BYG,,,,
R-RWR,,,,
K-BYG,,,,
R-BRG,,,,
R-BGG,,,,
K-BGY,,,,
K-GBR,,,,
R-BRG,,,,
R-BGG,,,,
R-RWR,,,,
R-RWR,,,,
R-RGW,,,,
K-GBR,,,,
R-BRG,,,,
R-BGG,,,,
R-RGW,,,,
R-RGW,,,,
K-GBR,,,,
R-BGG,,,,
R-WRW,,,,
R-WYK,,,,
R-WYW —> R-WW,,,,
R-WRW,,,,
R-WYK,,,,
R-WYW —> R-WW,,,,
R-WRW,,,,
R-WYK,,,,
R-WYW —> R-WW,,,,
R-WRW,,,,
R-WYK,,,,
R-WYW —> R-WW,,,,
R-WRW,,,,
R-WYK,,,,
R-WYW —> R-WW,,,,
K-BGY,,,,
R-WYK,,,,
R-WYW —> R-WW,,,,
R-WWK,,,,
R-RBW,,,,
R-WGW,,,,
R-WBW,,,,
R-RGW,,,,
K-GBW,,,,
R-WWK,,,,
R-RBW,,,,
R-WGW,,,,
R-WBW,,,,
K-GBW,,,,
K-BBG,,,,
R-WWK,,,,
R-RBW,,,,
R-WGW,,,,
R-WBW,,,,
R-RGW,,,,
R-GY,,,,
R-GR,,,,
R-BWG,,,,
K-GBW,,,,
K-BBG,,,,
R-WWK,,,,
R-GY,,,,
R-GR,,,,
R-RBW,,,,
R-WGW,,,,
R-WBW,,,,
R-RGW,,,,
R-BWG,,,,
K-GBW,,,,
K-BBG,,,,
R-WWK,,,,
R-GY,,,,
R-GR,,,,
R-RBW,,,,
R-WGW,,,,
R-WBW,,,,
R-BWG,,,,
K-GBW,,,,
K-BBG,,,,
R-WWK,,,,
R-GY,,,,
R-GR,,,,
R-RBW,,,,
R-WGW,,,,
R-WBW,,,,
R-BWG,,,,
K-GBW,,,,
K-BBG,,,,
R-WWK,,,,
R-GY,,,,
R-GR,,,,
R-RBW,,,,
R-WGW,,,,
R-WBW,,,,
R-BWG,,,,
